Tweet,Affect Dimension,Tweet_lema
Ryan made me feel dissapointed.,0,ryan feel dissapointed
Darnell made me feel enraged.,0,darnell feel enraged
I made Ellen feel anxious.,0,ellen feel anxious
The conversation with my sister was threatening.,0,conversation sister threatening
Justin found himself in a serious situation.,0,justin find serious situation
i feel grouchy and in pain now ,0,feel grouchy pain
The conversation with this person was displeasing.,0,conversation person displeasing
Andrew found himself in a dreadful situation.,0,andrew find dreadful situation
The conversation with my husband was gloomy.,0,conversation husband gloomy
Harry found himself in a vexing situation.,0,harry find vexing situation
I made Justin feel ecstatic.,0,justin feel ecstatic
My sister feels anxious.,0,sister feel anxious
Justin feels annoyed.,0,justin feel annoyed
This girl told us all about the recent displeasing events.,0,girl tell u recent displeasing events
I made this woman feel annoyed.,0,woman feel annoyed
My boyfriend found himself in an annoying situation.,0,boyfriend find annoying situation
This woman told us all about the recent serious events.,0,woman tell u recent serious events
This woman told us all about the recent horrible events.,0,woman tell u recent horrible events
i'm feeling very grouchy and hate evrything at the moment,0,feel grouchy hate evrything moment
My wife made me feel annoyed.,0,wife feel annoyed
I hate my job,0,hate job
I hate this work,0,hate work
Betsy feels miserable.,0,betsy feel miserable
terrorism spreads hatred,0,terrorism spread hatred
trump is hated by everyone now,0,trump hat everyone
Alphonse is a lousy engineer.,0,alphonse lousy engineer
Jasmine told us all about the recent irritating events.,0,jasmine tell u recent irritating events
Tanisha feels furious.,0,tanisha feel furious
The situation makes my son feel enraged.,0,situation son feel enraged
I made Josh feel terrified.,0,josh feel terrified
Ellen told us all about the recent horrible events.,0,ellen tell u recent horrible events
Latisha told us all about the recent annoying events.,0,latisha tell u recent annoying events
My aunt told us all about the recent horrible events.,0,aunt tell u recent horrible events
I made Betsy feel angry.,0,betsy feel angry
The conversation with a Brazilian was displeasing.,0,conversation brazilian displeasing
Lamar feels discouraged.,0,lamar feel discouraged
Lamar is a lousy electrician.,0,lamar lousy electrician
Adam made me feel anxious.,0,adam feel anxious
Betsy made me feel annoyed.,0,betsy feel annoyed
This boy is a lousy supervisor.,0,boy lousy supervisor
Torrance found himself in an outrageous situation.,0,torrance find outrageous situation
My son found himself in a horrible situation.,0,son find horrible situation
This girl feels scared.,0,girl feel scared
The conversation with a Syrian was terrifying.,0,conversation syrian terrifying
I made her feel irritated.,0,feel irritated
Terrence made me feel irritated.,0,terrence feel irritated
My sister is a lousy nurse.,0,sister lousy nurse
Leroy told us all about the recent heartbreaking events.,0,leroy tell u recent heartbreaking events
The conversation with Jasmine was threatening.,0,conversation jasmine threatening
Adam feels anxious.,0,adam feel anxious
The conversation with Justin was displeasing.,0,conversation justin displeasing
The conversation with Nancy was outrageous.,0,conversation nancy outrageous
I made my mom feel dissapointed.,0,mom feel dissapointed
Adam found himself in a threatening situation.,0,adam find threatening situation
The situation makes Shereen feel devastated.,0,situation shereen feel devastated
My girlfriend told us all about the recent terrifying events.,0,girlfriend tell u recent terrifying events
Stephanie told us all about the recent depressing events.,0,stephanie tell u recent depressing events
Heather is a lousy bartender.,0,heather lousy bartender
My aunt found herself in an outrageous situation.,0,aunt find outrageous situation
My girlfriend feels terrified.,0,girlfriend feel terrified
Malik told us all about the recent terrifying events.,0,malik tell u recent terrifying events
Leroy feels annoyed.,0,leroy feel annoyed
Jasmine made me feel glad.,0,jasmine feel glad
Heather made me feel angry.,0,heather feel angry
Darnell told us all about the recent displeasing events.,0,darnell tell u recent displeasing events
The situation makes Darnell feel enraged.,0,situation darnell feel enraged
The conversation with Nancy was grim.,0,conversation nancy grim
Alonzo feels miserable.,0,alonzo feel miserable
This man made me feel miserable.,0,man feel miserable
i was feeling grouchy and i wanted something to shut up my godawful headache which of course did not go away,0,feel grouchy want something shut godawful headache course go away
irritable today,0,irritable today
i am feeling grouchy stressed or irritated,0,feel grouchy stress irritate
 moody,0,moody
This man found himself in a threatening situation.,0,man find threatening situation
i'm currently on hold with a billing department and feeling a touch grouchy i couldn't help myself,0,currently hold billing department feel touch grouchy could help
The relationship is more likely due to the vastly different demographics of Twitter users and assault offenders.,0,relationship likely due vastly different demographic twitter user assault offenders
"people at @BTCare just called, kept me on hold for 40 minutes and STILL failed to grasp the issue.",0,people called keep hold 40 minute still fail grasp issue
My girlfriend told us all about the recent annoying events.,0,girlfriend tell u recent annoying events
The situation makes me feel enraged.,0,situation feel enraged
The situation makes this girl feel miserable.,0,situation girl feel miserable
Latisha found herself in an outrageous situation.,0,latisha find outrageous situation
I made Ellen feel terrified.,0,ellen feel terrified
Jerome is a lousy receptionist.,0,jerome lousy receptionist
I feel angry.,0,feel angry
I made Shereen feel enraged.,0,shereen feel enraged
Terrence made me feel anxious.,0,terrence feel anxious
Adam told us all about the recent vexing events.,0,adam tell u recent vexing events
I made my sister feel terrified.,0,sister feel terrified
Leroy feels devastated.,0,leroy feel devastated
I made this person feel dissapointed.,0,person feel dissapointed
The situation makes my aunt feel devastated.,0,situation aunt feel devastated
My daughter found herself in a threatening situation.,0,daughter find threatening situation
The situation makes Nichelle feel miserable.,0,situation nichelle feel miserable
The situation makes Courtney feel angry.,0,situation courtney feel angry
This person found themselves in a gloomy situation.,0,person find gloomy situation
The situation makes Ryan feel devastated.,0,situation ryan feel devastated
Betsy made me feel miserable.,0,betsy feel miserable
Tanisha found herself in an outrageous situation.,0,tanisha find outrageous situation
I made this boy feel annoyed.,0,boy feel annoyed
He told us all about the recent grim events.,0,tell u recent grim events
The situation makes Ebony feel discouraged.,0,situation ebony feel discouraged
The situation makes Jack feel irritated.,0,situation jack feel irritated
The conversation with Kristin was terrifying.,0,conversation kristin terrifying
Darnell made me feel dissapointed.,0,darnell feel dissapointed
Alphonse found himself in a vexing situation.,0,alphonse find vexing situation
Latisha feels terrified.,0,latisha feel terrified
My mother made me feel dissapointed.,0,mother feel dissapointed
The conversation with a Japanese was terrifying.,0,conversation japanese terrifying
I made Jack feel dissapointed.,0,jack feel dissapointed
Jamel told us all about the recent annoying events.,0,jamel tell u recent annoying events
The conversation with this girl was annoying.,0,conversation girl annoying
The situation makes Latoya feel enraged.,0,situation latoya feel enraged
He is a lousy surgeon.,0,lousy surgeon
The conversation with my dad was serious.,0,conversation dad serious
The situation makes Harry feel furious.,0,situation harry feel furious
Betsy found herself in a vexing situation.,0,betsy find vexing situation
